Class	Sentence	pos_tags
NomAnaph	Does  it  not  strike  you  as  unlikely  that  a  man  who  had  committed  a  crime  should  keep  the  evidence  of  it  in  an  unlocked  drawer  for  anyone  to  find? 	Does/VBZ it/PRP not/RB strike/VB you/PRP as/IN unlikely/JJ that/IN a/DT man/NN who/WP had/VBD committed/VBN a/DT crime/NN should/MD keep/VB the/DT evidence/NN of/IN it/PRP in/IN an/DT unlocked/JJ drawer/NN for/IN anyone/NN to/TO find/VB ?/.
NomAnaph	In  other  words,  it  was  winter  underclothing. 	In/IN other/JJ words/NNS ,/, it/PRP was/VBD winter/RBR underclothing/JJ ./.
NomAnaph	You  would  inherit  it,  wouldn't  you? 	You/PRP would/MD inherit/VB it/PRP ,/, would/MD n't/RB you/PRP ?/.
NomAnaph	Then  how  do  you  account  for  the  fact  that  you  left  the  unmistakable  impress  of  your  finger-prints  on  it? 	Then/RB how/WRB do/VB you/PRP account/VB for/IN the/DT fact/NN that/IN you/PRP left/VBD the/DT unmistakable/JJ impress/NN of/IN your/PRP$ finger-prints/NNS on/IN it/PRP ?/.
NomAnaph	Then  why  did  you  take  it  up? 	Then/RB why/WRB did/VBD you/PRP take/VB it/PRP up/RP ?/.
NomAnaph	They  all  declared  unanimously  that  it  was  certainly  not  his  hand-writing,  and  gave  it  as  their  view  that  it  might  be  that  of  the  prisoner  disguised. 	They/PRP all/DT declared/VBD unanimously/RB that/IN it/PRP was/VBD certainly/RB not/RB his/PRP$ hand-writing/NN ,/, and/CC gave/VBD it/PRP as/IN their/PRP$ view/NN that/IN it/PRP might/MD be/VB that/IN of/IN the/DT prisoner/NN disguised/VBD ./.
NomAnaph	They  all  declared  unanimously  that  it  was  certainly  not  his  hand-writing,  and  gave  it  as  their  view  that  it  might  be  that  of  the  prisoner  disguised. 	They/PRP all/DT declared/VBD unanimously/RB that/IN it/PRP was/VBD certainly/RB not/RB his/PRP$ hand-writing/NN ,/, and/CC gave/VBD it/PRP as/IN their/PRP$ view/NN that/IN it/PRP might/MD be/VB that/IN of/IN the/DT prisoner/NN disguised/VBD ./.
NomAnaph	Cross-examined,  they  admitted  that  it  might  be  the  prisoner's  hand-writing  cleverly  counterfeited. 	Cross-examined/JJ ,/, they/PRP admitted/VBD that/IN it/PRP might/MD be/VB the/DT prisoner/NN 's/POS hand-writing/JJ cleverly/RB counterfeited/VBN ./.
NomAnaph	Sir  Ernest  Heavywether's  speech  in  opening  the  case  for  the  defence  was  not  a  long  one,  but  it  was  backed  by  the  full  force  of  his  emphatic  manner. 	Sir/NNP Ernest/NNP Heavywether/NNP 's/POS speech/NN in/IN opening/VBG the/DT case/NN for/IN the/DT defence/NN was/VBD not/RB a/DT long/JJ one/CD ,/, but/CC it/PRP was/VBD backed/VBN by/IN the/DT full/JJ force/NN of/IN his/PRP$ emphatic/JJ manner/NN ./.
NomAnaph	Not  only  was  it  entirely  circumstantial,  but  the  greater  part  of  it  was  practically  unproved. 	Not/RB only/RB was/VBD it/PRP entirely/RB circumstantial/JJ ,/, but/CC the/DT greater/JJR part/NN of/IN it/PRP was/VBD practically/RB unproved/JJ ./.
NomAnaph	Not  only  was  it  entirely  circumstantial,  but  the  greater  part  of  it  was  practically  unproved. 	Not/RB only/RB was/VBD it/PRP entirely/RB circumstantial/JJ ,/, but/CC the/DT greater/JJR part/NN of/IN it/PRP was/VBD practically/RB unproved/JJ ./.
NomAnaph	Let  them  take  the  testimony  they  had  heard  and  sift  it  impartially. 	Let/VB them/PRP take/VB the/DT testimony/NN they/PRP had/VBD heard/VBN and/CC sift/VB it/PRP impartially/RB ./.
NomAnaph	The  quarrel  which  had  taken  place  between  prisoner  and  his  stepmother  was  freely  admitted,  but  both  it  and  his  financial  embarrassments  had  been  grossly  exaggerated. 	The/DT quarrel/NN which/WDT had/VBD taken/VBN place/NN between/IN prisoner/NN and/CC his/PRP$ stepmother/NN was/VBD freely/RB admitted/VBN ,/, but/CC both/CC it/PRP and/CC his/PRP$ financial/JJ embarrassments/NNS had/VBD been/VBN grossly/RB exaggerated/JJ ./.
NomAnaph	Unfortunately,  he  had  met  with  no  one  on  the  way  there  or  back  who  could  vouch  for  the  truth  of  his  story,  but  luckily  he  had  kept  the  note,  and  it  would  be  produced  as  evidence. 	Unfortunately/RB ,/, he/PRP had/VBD met/VBN with/IN no/DT one/NN on/IN the/DT way/NN there/EX or/CC back/NN who/WP could/MD vouch/VB for/IN the/DT truth/NN of/IN his/PRP$ story/NN ,/, but/CC luckily/RB he/PRP had/VBD kept/VBN the/DT note/NN ,/, and/CC it/PRP would/MD be/VB produced/VBN as/IN evidence/NN ./.
NomAnaph	Tell  me,  is  there  nothing  familiar  about  the  hand-writing  of  it? 	Tell/VB me/PRP ,/, is/VBZ there/RB nothing/NN familiar/JJ about/IN the/DT hand-writing/NN of/IN it/PRP ?/.
NomAnaph	Do  you  not  think  that  it  bears  a  marked  resemblance  to  your  own  hand-writing...carelessly  hand-writing...carelessly  disguised? 	Do/VB you/PRP not/RB think/VB that/IN it/PRP bears/VBZ a/DT marked/JJ resemblance/NN to/TO your/PRP$ own/JJ hand-writing/NN .../: carelessly/RB hand-writing/NN .../: carelessly/RB disguised/VBN ?/.
NomAnaph	I  put  it  to  you  that  it  is  your  own  hand-writing! 	I/PRP put/VBD it/PRP to/TO you/PRP that/IN it/PRP is/VBZ your/PRP$ own/JJ hand-writing/NN !/.
ClauseAnaph	It  was  really  almost  like  a  conjuring  trick. 	It/PRP was/VBD really/RB almost/RB like/IN a/DT conjuring/NN trick/NN ./.
NomAnaph	You  stood  by  the  mantel-piece,  twiddling  the  things  on  it  in  your  usual  fashion,  and  your  hand  shook  like  a  leaf! 	You/PRP stood/VBP by/IN the/DT mantel-piece/NN ,/, twiddling/VBG the/DT things/NNS on/IN it/PRP in/IN your/PRP$ usual/JJ fashion/NN ,/, and/CC your/PRP$ hand/NN shook/NN like/IN a/DT leaf/NN !/.
NomAnaph	And  you...you,  my  friend,  have  given  it  to  me! 	And/CC you/PRP .../: you/PRP ,/, my/PRP$ friend/NN ,/, have/VB given/VBN it/PRP to/TO me/PRP !/.
NomAnaph	If  that  man  comes  into  the  house,  I  leave  it! 	If/IN that/DT man/NN comes/VBZ into/IN the/DT house/NN ,/, I/PRP leave/VBP it/PRP !/.
NomAnaph	I  at  once  examined  the  bedroom  of  the  deceased  which,  by  the  advice  of  the  doctors,  had  been  kept  locked,  and  was  consequently  exactly  as  it  had  been  when  the  tragedy  occurred. 	I/PRP at/IN once/RB examined/VBN the/DT bedroom/NN of/IN the/DT deceased/JJ which/WDT ,/, by/IN the/DT advice/NN of/IN the/DT doctors/NNS ,/, had/VBD been/VBN kept/VBN locked/VBN ,/, and/CC was/VBD consequently/RB exactly/RB as/IN it/PRP had/VBD been/VBN when/WRB the/DT tragedy/NN occurred/VBD ./.
NomAnaph	To  take  the  fragment  of  green  material  first,  I  found  it  caught  in  the  bolt  of  the  communicating  door  between  that  room  and  the  adjoining  one  occupied  by  Mademoiselle  Cynthia. 	To/TO take/VB the/DT fragment/NN of/IN green/JJ material/NN first/RB ,/, I/PRP found/VBD it/PRP caught/VBD in/IN the/DT bolt/NN of/IN the/DT communicating/VBG door/NN between/IN that/DT room/NN and/CC the/DT adjoining/VBG one/CD occupied/VBN by/IN Mademoiselle/NNP Cynthia/NNP ./.
NomAnaph	I  handed  the  fragment  over  to  the  police  who  did  not  consider  it  of  much  importance. 	I/PRP handed/VBD the/DT fragment/NN over/IN to/TO the/DT police/NN who/WP did/VBD not/RB consider/VB it/PRP of/IN much/JJ importance/NN ./.
NomAnaph	Nor  did  they  recognize  it  for  what  it  was...a  piece  torn  from  a  green  land  armlet. 	Nor/CC did/VBD they/PRP recognize/VB it/PRP for/IN what/WP it/PRP was/VBD .../: a/DT piece/NN torn/NN from/IN a/DT green/JJ land/NN armlet/NN ./.
NomAnaph	Nor  did  they  recognize  it  for  what  it  was...a  piece  torn  from  a  green  land  armlet. 	Nor/CC did/VBD they/PRP recognize/VB it/PRP for/IN what/WP it/PRP was/VBD .../: a/DT piece/NN torn/NN from/IN a/DT green/JJ land/NN armlet/NN ./.
NomAnaph	But  in  the  first  place  we  have  only  her  word  for  it,  since  it  was  she  who  tried  that  particular  door  and  reported  it  fastened. 	But/CC in/IN the/DT first/JJ place/NN we/PRP have/VBP only/RB her/PRP$ word/NN for/IN it/PRP ,/, since/IN it/PRP was/VBD she/PRP who/WP tried/VBD that/IN particular/JJ door/NN and/CC reported/VBD it/PRP fastened/VBD ./.
NomAnaph	We  will  say  that  she  is  seeking  for  something  and  has  not  yet  found  it. 	We/PRP will/MD say/VB that/IN she/PRP is/VBZ seeking/VBG for/IN something/NN and/CC has/VBZ not/RB yet/RB found/VBN it/PRP ./.
NomAnaph	She  picks  it  up,  and  retreats  quickly  to  Mademoiselle  Cynthia's  room,  closing  the  door  behind  her. 	She/PRP picks/VBZ it/PRP up/RP ,/, and/CC retreats/NNS quickly/RB to/TO Mademoiselle/NNP Cynthia/NNP 's/POS room/NN ,/, closing/VBG the/DT door/NN behind/IN her/PRP ./.
NomAnaph	She  had  only  made  it  out  that  very  afternoon! 	She/PRP had/VBD only/RB made/VBN it/PRP out/RP that/IN very/RB afternoon/NN !/.
NomAnaph	The  second  'scandal'  she  spoke  of  was  not  the  same  as  the  first...and  it  concerned  herself! 	The/DT second/JJ 'scandal/NN '/POS she/PRP spoke/VBD of/IN was/VBD not/RB the/DT same/JJ as/IN the/DT first/JJ .../: and/CC it/PRP concerned/VBD herself/PRP !/.
NomAnaph	and  5 o'clock,  something  has  occurred  to  occasion  a  complete  revolution  of  feeling,  since  she  is  now  as  anxious  to  destroy  the  will,  as  she  was  before  to  make  it. 	and/CC 5/CD o'clock/NN ,/, something/NN has/VBZ occurred/VBN to/TO occasion/VB a/DT complete/JJ revolution/NN of/IN feeling/NN ,/, since/IN she/PRP is/VBZ now/RB as/RB anxious/JJ to/TO destroy/VB the/DT will/MD ,/, as/IN she/PRP was/VBD before/IN to/TO make/VB it/PRP ./.
NomAnaph	She  demanded  it  from  Mr.s.  Inglethorp  who  assured  her,  quite  truly,  that  it  had  nothing  to  do  with  that  matter. 	She/PRP demanded/VBD it/PRP from/IN Mr.s/NNP ./. Inglethorp/NNP who/WP assured/VBD her/PRP ,/, quite/RB truly/RB ,/, that/IN it/PRP had/VBD nothing/NN to/TO do/VB with/IN that/DT matter/NN ./.
NomAnaph	She  demanded  it  from  Mr.s.  Inglethorp  who  assured  her,  quite  truly,  that  it  had  nothing  to  do  with  that  matter. 	She/PRP demanded/VBD it/PRP from/IN Mr.s/NNP ./. Inglethorp/NNP who/WP assured/VBD her/PRP ,/, quite/RB truly/RB ,/, that/IN it/PRP had/VBD nothing/NN to/TO do/VB with/IN that/DT matter/NN ./.
NomAnaph	Possibly  she  applied  oil  to  the  hinges,  for  I  found  that  it  opened  quite  noiselessly  when  I  tried  it. 	Possibly/RB she/PRP applied/VBD oil/NN to/TO the/DT hinges/NNS ,/, for/IN I/PRP found/VBD that/IN it/PRP opened/VBD quite/RB noiselessly/RB when/WRB I/PRP tried/VBD it/PRP ./.
NomAnaph	Possibly  she  applied  oil  to  the  hinges,  for  I  found  that  it  opened  quite  noiselessly  when  I  tried  it. 	Possibly/RB she/PRP applied/VBD oil/NN to/TO the/DT hinges/NNS ,/, for/IN I/PRP found/VBD that/IN it/PRP opened/VBD quite/RB noiselessly/RB when/WRB I/PRP tried/VBD it/PRP ./.
NomAnaph	The  servants  noticed  nothing,  since  Annie,  the  housemaid,  who  took  in  the  coffee,  brought  in  seven  cups,  not  knowing  that  Mr.  Inglethorp  never  drank  it,  whereas  Dorcas,  who  cleared  them  away  the  following  morning,  found  six  as  usual...or  strictly  speaking  she  found  five,  the  sixth  being  the  one  found  broken  in  Mr.s.  Inglethorp's  room. 	The/DT servants/NNS noticed/VBD nothing/NN ,/, since/IN Annie/NNP ,/, the/DT housemaid/NN ,/, who/WP took/VBD in/IN the/DT coffee/NN ,/, brought/VBN in/IN seven/CD cups/NNS ,/, not/RB knowing/VBG that/IN Mr./NNP Inglethorp/NNP never/RB drank/VBD it/PRP ,/, whereas/VBZ Dorcas/NNP ,/, who/WP cleared/VBD them/PRP away/RP the/DT following/JJ morning/NN ,/, found/VBN six/CD as/IN usual/JJ .../: or/CC strictly/RB speaking/VBG she/PRP found/VBD five/CD ,/, the/DT sixth/JJ being/VBG the/DT one/CD found/NN broken/VBN in/IN Mr.s/NNP ./. Inglethorp/NNP 's/POS room/NN ./.
NomAnaph	I  accordingly  secured  a  sample  of  that  cocoa,  and  sent  it  to  be  analysed. 	I/PRP accordingly/RB secured/VBD a/DT sample/NN of/IN that/DT cocoa/NN ,/, and/CC sent/VBD it/PRP to/TO be/VB analysed/VBN ./.
NomAnaph	He  did  not  have  it  tested,  as  I  did,  for  a  narcotic. 	He/PRP did/VBD not/RB have/VB it/PRP tested/VBN ,/, as/IN I/PRP did/VBD ,/, for/IN a/DT narcotic/JJ ./.
NomAnaph	She  is  seized  with  panic,  and  under  its  influence  she  hurries  downstairs,  and  quickly  drops  the  coffee-cup  and  saucer  used  by  Mademoiselle  Cynthia  into  a  large  brass  vase,  where  it  is  discovered  later  by  Monsieur  Lawrence. 	She/PRP is/VBZ seized/VBN with/IN panic/NN ,/, and/CC under/IN its/PRP$ influence/NN she/PRP hurries/VBZ downstairs/NNS ,/, and/CC quickly/RB drops/VB the/DT coffee-cup/NN and/CC saucer/NN used/VBN by/IN Mademoiselle/NNP Cynthia/NNP into/IN a/DT large/JJ brass/NN vase/NN ,/, where/WRB it/PRP is/VBZ discovered/VBN later/RB by/IN Monsieur/NNP Lawrence/NNP ./.
NomAnaph	I  shall  never  forget  it. 	I/PRP shall/MD never/RB forget/VB it/PRP ./.
NomAnaph	But  was  the  coffee  poisoned,  or  was  it  not? 	But/CC was/VBD the/DT coffee/NN poisoned/VBD ,/, or/CC was/VBD it/PRP not/RB ?/.
NomAnaph	We  come  to  a  little  difficulty  here,  since  Mr.s.  Inglethorp  never  drank  it. 	We/PRP come/VBP to/TO a/DT little/JJ difficulty/NN here/RB ,/, since/IN Mr.s/NNP ./. Inglethorp/NNP never/RB drank/VBD it/PRP ./.
NomAnaph	It  was  still  damp,  it  exhaled  a  strong  odour  of  coffee,  and  imbedded  in  the  nap  of  the  carpet  I  found  some  little  splinters  of  china. 	It/PRP was/VBD still/RB damp/JJ ,/, it/PRP exhaled/VBD a/DT strong/JJ odour/NN of/IN coffee/NN ,/, and/CC imbedded/VBD in/IN the/DT nap/NN of/IN the/DT carpet/NN I/PRP found/VBD some/DT little/JJ splinters/NNS of/IN china/NN ./.
NomAnaph	It  was  still  damp,  it  exhaled  a  strong  odour  of  coffee,  and  imbedded  in  the  nap  of  the  carpet  I  found  some  little  splinters  of  china. 	It/PRP was/VBD still/RB damp/JJ ,/, it/PRP exhaled/VBD a/DT strong/JJ odour/NN of/IN coffee/NN ,/, and/CC imbedded/VBD in/IN the/DT nap/NN of/IN the/DT carpet/NN I/PRP found/VBD some/DT little/JJ splinters/NNS of/IN china/NN ./.
NomAnaph	What  had  happened  was  plain  to  me,  for  not  two  minutes  before  I  had  placed  my  little  case  on  the  table  near  the  window,  and  the  table,  tilting  up,  had  deposited  it  upon  the  floor  on  precisely  the  identical  spot. 	What/WP had/VBD happened/VBN was/VBD plain/NN to/TO me/PRP ,/, for/IN not/RB two/CD minutes/NNS before/IN I/PRP had/VBD placed/VBN my/PRP$ little/JJ case/NN on/IN the/DT table/NN near/IN the/DT window/NN ,/, and/CC the/DT table/NN ,/, tilting/VBG up/RP ,/, had/VBD deposited/VBN it/PRP upon/IN the/DT floor/NN on/IN precisely/RB the/DT identical/JJ spot/NN ./.
NomAnaph	What  happened  next  is  mere  guess  work  on  my  part,  but  I  should  say  that  Mr.s.  Inglethorp  picked  up  the  broken  cup  and  placed  it  on  the  table  by  the  bed. 	What/WP happened/VBD next/JJ is/VBZ mere/JJ guess/JJ work/NN on/IN my/PRP$ part/NN ,/, but/CC I/PRP should/MD say/VB that/IN Mr.s/NNP ./. Inglethorp/NNP picked/VBD up/RP the/DT broken/JJ cup/NN and/CC placed/VBD it/PRP on/IN the/DT table/NN by/IN the/DT bed/NN ./.
NomAnaph	Feeling  in  need  of  a  stimulant  of  some  kind,  she  heated  up  her  cocoa,  and  drank  it  off  then  and  there. 	Feeling/VBG in/IN need/NN of/IN a/DT stimulant/NN of/IN some/DT kind/NN ,/, she/PRP heated/VBD up/RP her/PRP$ cocoa/NN ,/, and/CC drank/VBD it/PRP off/RP then/RB and/CC there/RB ./.
NomAnaph	There  was  no  need  to  introduce  it. 	There/EX was/VBD no/DT need/NN to/TO introduce/VB it/PRP ./.
NomAnaph	It  was  already  there...in  the  mixture. 	It/PRP was/VBD already/RB there/RB .../: in/IN the/DT mixture/NN ./.
NomAnaph	A  lady  in  England  lost  her  life  by  taking  a  similar  mixture:  the  precipitated  strychnine  collected  at  the  bottom,  and  in  taking  the  last  dose  she  swallowed  nearly  all  of  it!' 	A/DT lady/NN in/IN England/NNP lost/VBD her/PRP$ life/NN by/IN taking/VBG a/DT similar/JJ mixture/NN :/: the/DT precipitated/JJ strychnine/NN collected/VBN at/IN the/DT bottom/NN ,/, and/CC in/IN taking/VBG the/DT last/JJ dose/JJ she/PRP swallowed/VBD nearly/RB all/DT of/IN it/PRP !/. '/''
NomAnaph	One  or  two  of  those  powders  introduced  into  the  full  bottle  of  medicine  would  effectually  precipitate  the  strychnine,  as  the  book  describes,  and  cause  it  to  be  taken  in  the  last  dose. 	One/CD or/CC two/CD of/IN those/DT powders/NNS introduced/VBD into/IN the/DT full/JJ bottle/NN of/IN medicine/NN would/MD effectually/RB precipitate/VB the/DT strychnine/NN ,/, as/IN the/DT book/NN describes/NN ,/, and/CC cause/VB it/PRP to/TO be/VB taken/VBN in/IN the/DT last/JJ dose/NN ./.
NomAnaph	You  will  learn  later  that  the  person  who  usually  poured  out  Mr.s.  Inglethorp's  medicine  was  always  extremely  careful  not  to  shake  the  bottle,  but  to  leave  the  sediment  at  the  bottom  of  it  undisturbed. 	You/PRP will/MD learn/VB later/RB that/IN the/DT person/NN who/WP usually/RB poured/VBD out/RP Mr.s/NNP ./. Inglethorp/NNP 's/POS medicine/NN was/VBD always/RB extremely/RB careful/JJ not/RB to/TO shake/VB the/DT bottle/NN ,/, but/CC to/TO leave/VB the/DT sediment/NN at/IN the/DT bottom/NN of/IN it/PRP undisturbed/VBD ./.
NomAnaph	Had  it  been  a  little  clearer  in  its  terms,  it  is  possible  that  Mr.s.  Inglethorp,  warned  in  time,  would  have  escaped.. 	Had/VBD it/PRP been/VBN a/DT little/JJ clearer/NN in/IN its/PRP$ terms/NNS ,/, it/PRP is/VBZ possible/JJ that/IN Mr.s/NNP ./. Inglethorp/NNP ,/, warned/VBD in/IN time/NN ,/, would/MD have/VB escaped/VBN ../VB
NomAnaph	As  it  was,  she  realized  her  danger,  but  not  the  manner  of  it. 	As/IN it/PRP was/VBD ,/, she/PRP realized/VBD her/PRP danger/NN ,/, but/CC not/RB the/DT manner/NN of/IN it/PRP ./.
NomAnaph	How  did  you  get  it? 	How/WRB did/VBD you/PRP get/VB it/PRP ?/.
NomAnaph	When  I  went  up  to  Styles  with  you  that  first  day,  I  had  no  idea  as  to  how  the  crime  had  been  committed,  but  from  what  I  knew  of  Mr.  Inglethorp  I  fancied  that  it  would  be  very  hard  to  find  anything  to  connect  him  with  it. 	When/WRB I/PRP went/VBD up/RB to/TO Styles/NNP with/IN you/PRP that/IN first/JJ day/NN ,/, I/PRP had/VBD no/DT idea/NN as/IN to/TO how/WRB the/DT crime/NN had/VBD been/VBN committed/VBN ,/, but/CC from/IN what/WP I/PRP knew/VBD of/IN Mr./NNP Inglethorp/NNP I/PRP fancied/VBD that/IN it/PRP would/MD be/VB very/RB hard/JJ to/TO find/VB anything/NN to/TO connect/VB him/PRP with/IN it/PRP ./.
NomAnaph	but  it  was  clever...his  idea! 	but/CC it/PRP was/VBD clever/NN .../: his/PRP$ idea/NN !/.
ClauseAnaph	It  was  most  easy  for  her. 	It/PRP was/VBD most/RBS easy/JJ for/IN her/PRP$ ./.
NomAnaph	What  could  be  easier  than  quietly  to  dissolve  one  or  more  of  those  powders  in  Mr.s.  Inglethorp's  large  sized  bottle  of  medicine  when  it  came  from  Coot's? 	What/WP could/MD be/VB easier/JJR than/IN quietly/RB to/TO dissolve/VB one/CD or/CC more/JJR of/IN those/DT powders/NNS in/IN Mr.s/NNP ./. Inglethorp/NNP 's/POS large/JJ sized/JJ bottle/NN of/IN medicine/NN when/WRB it/PRP came/VBD from/IN Coot/NNP 's/POS ?/.
ClauseAnaph	If  anyone  has  seen  either  of  them  touching  the  medicine,  they  will  have  forgotten  it  by  that  time. 	If/IN anyone/NN has/VBZ seen/VBN either/DT of/IN them/PRP touching/VBG the/DT medicine/NN ,/, they/PRP will/MD have/VB forgotten/VBN it/PRP by/IN that/DT time/NN ./.
NomAnaph	Yes,  it  was  a  clever  idea! 	Yes/UH ,/, it/PRP was/VBD a/DT clever/JJ idea/NN !/.
NomAnaph	He  fears  that  if  he  remains  in  the  room  he  may  have  to  open  it  again,  and  that  Mr.s.  Inglethorp  might  catch  sight  of  the  letter  before  he  could  snatch  it  up. 	He/PRP fears/VBZ that/IN if/IN he/PRP remains/VBZ in/IN the/DT room/NN he/PRP may/MD have/VB to/TO open/VB it/PRP again/RB ,/, and/CC that/DT Mr.s/NNP ./. Inglethorp/NNP might/MD catch/VB sight/NN of/IN the/DT letter/NN before/IN he/PRP could/MD snatch/VB it/PRP up/RP ./.
NomAnaph	He  fears  that  if  he  remains  in  the  room  he  may  have  to  open  it  again,  and  that  Mr.s.  Inglethorp  might  catch  sight  of  the  letter  before  he  could  snatch  it  up. 	He/PRP fears/VBZ that/IN if/IN he/PRP remains/VBZ in/IN the/DT room/NN he/PRP may/MD have/VB to/TO open/VB it/PRP again/RB ,/, and/CC that/DT Mr.s/NNP ./. Inglethorp/NNP might/MD catch/VB sight/NN of/IN the/DT letter/NN before/IN he/PRP could/MD snatch/VB it/PRP up/RP ./.
NomAnaph	Mr.s.  Inglethorp  reads  it,  and  becomes  aware  of  the  perfidy  of  her  husband  and  Evelyn  Howard,  though,  unfortunately,  the  sentence  about  the  bromides  conveys  no  warning  to  her  mind. 	Mr.s/NNP ./. Inglethorp/NNP reads/VBZ it/PRP ,/, and/CC becomes/VBZ aware/JJ of/IN the/DT perfidy/NN of/IN her/PRP$ husband/NN and/CC Evelyn/NNP Howard/NNP ,/, though/RB ,/, unfortunately/RB ,/, the/DT sentence/NN about/IN the/DT bromides/NNS conveys/VBP no/DT warning/NN to/TO her/PRP$ mind/NN ./.
NomAnaph	There's  only  one  thing  I  can't  make  out,  why  didn't  he  destroy  it  at  once  when  he  got  hold  of  it? 	There/EX 's/VBZ only/RB one/CD thing/NN I/PRP ca/MD n't/RB make/VB out/RP ,/, why/WRB did/VBD n't/RB he/PRP destroy/VB it/PRP at/IN once/RB when/WRB he/PRP got/VBD hold/NN of/IN it/PRP ?/.
NomAnaph	There's  only  one  thing  I  can't  make  out,  why  didn't  he  destroy  it  at  once  when  he  got  hold  of  it? 	There/EX 's/VBZ only/RB one/CD thing/NN I/PRP ca/MD n't/RB make/VB out/RP ,/, why/WRB did/VBD n't/RB he/PRP destroy/VB it/PRP at/IN once/RB when/WRB he/PRP got/VBD hold/NN of/IN it/PRP ?/.
NomAnaph	Because  he  did  not  dare  take  the  biggest  risk  of  all...that  of  keeping  it  on  his  own  person. 	Because/IN he/PRP did/VBD not/RB dare/VB take/VB the/DT biggest/JJS risk/NN of/IN all/DT .../: that/IN of/IN keeping/VBG it/PRP on/IN his/PRP$ own/JJ person/NN ./.
ClauseAnaph	That  is  a  terrible  blow  to  him,  for  it  means  that  his  presence  in  the  room  cannot  be  concealed  as  he  had  hoped. 	That/DT is/VBZ a/DT terrible/JJ blow/NN to/TO him/PRP ,/, for/IN it/PRP means/VBZ that/IN his/PRP$ presence/NN in/IN the/DT room/NN can/MD not/RB be/VB concealed/VBN as/IN he/PRP had/VBD hoped/VBN ./.
NomAnaph	There  are  no  means  of  destroying  it;  and  he  dare  not  keep  it. 	There/EX are/VBP no/DT means/NNS of/IN destroying/VBG it/PRP ;/: and/CC he/PRP dare/VBZ not/RB keep/VB it/PRP ./.
NomAnaph	There  are  no  means  of  destroying  it;  and  he  dare  not  keep  it. 	There/EX are/VBP no/DT means/NNS of/IN destroying/VBG it/PRP ;/: and/CC he/PRP dare/VBZ not/RB keep/VB it/PRP ./.
NomAnaph	Then,  all  the  time,  it  was  in  the  spill  vase  in  Mr.s.  Inglethorp's  bedroom,  under  our  very  noses?  I  cried. 	Then/RB ,/, all/PDT the/DT time/NN ,/, it/PRP was/VBD in/IN the/DT spill/NN vase/NN in/IN Mr.s/NNP ./. Inglethorp/NNP 's/POS bedroom/NN ,/, under/IN our/PRP$ very/NN noses/RB ?/. I/PRP cried/VBD ./.
NomAnaph	You  rushed  down  to  Styles,  and  found  it  still  there? 	You/PRP rushed/VBD down/RB to/TO Styles/NNP ,/, and/CC found/VBD it/PRP still/RB there/EX ?/.
NomAnaph	But  I  still  can't  understand  why  Inglethorp  was  such  a  fool  as  to  leave  it  there  when  he  had  plenty  of  opportunity  to  destroy  it. 	But/CC I/PRP still/RB ca/MD n't/RB understand/VB why/WRB Inglethorp/NNP was/VBD such/JJ a/DT fool/NN as/IN to/TO leave/VB it/PRP there/RB when/WRB he/PRP had/VBD plenty/NN of/IN opportunity/NN to/TO destroy/VB it/PRP ./.
NomAnaph	But  I  still  can't  understand  why  Inglethorp  was  such  a  fool  as  to  leave  it  there  when  he  had  plenty  of  opportunity  to  destroy  it. 	But/CC I/PRP still/RB ca/MD n't/RB understand/VB why/WRB Inglethorp/NNP was/VBD such/JJ a/DT fool/NN as/IN to/TO leave/VB it/PRP there/RB when/WRB he/PRP had/VBD plenty/NN of/IN opportunity/NN to/TO destroy/VB it/PRP ./.
NomAnaph	I  was  not  sure  then  if  Inglethorp  was  the  criminal  or  not,  but  if  he  was  I  reasoned  that  he  would  not  have  the  paper  on  him,  but  would  have  hidden  it  somewhere,  and  by  enlisting  the  sympathy  of  the  household  I  could  effectually  prevent  his  destroying  it. 	I/PRP was/VBD not/RB sure/JJ then/RB if/IN Inglethorp/NNP was/VBD the/DT criminal/NN or/CC not/RB ,/, but/CC if/IN he/PRP was/VBD I/PRP reasoned/VBD that/IN he/PRP would/MD not/RB have/VB the/DT paper/NN on/IN him/PRP ,/, but/CC would/MD have/VB hidden/VBN it/PRP somewhere/RB ,/, and/CC by/IN enlisting/VBG the/DT sympathy/NN of/IN the/DT household/NN I/PRP could/MD effectually/RB prevent/VB his/PRP$ destroying/VBG it/PRP ./.
NomAnaph	I  was  not  sure  then  if  Inglethorp  was  the  criminal  or  not,  but  if  he  was  I  reasoned  that  he  would  not  have  the  paper  on  him,  but  would  have  hidden  it  somewhere,  and  by  enlisting  the  sympathy  of  the  household  I  could  effectually  prevent  his  destroying  it. 	I/PRP was/VBD not/RB sure/JJ then/RB if/IN Inglethorp/NNP was/VBD the/DT criminal/NN or/CC not/RB ,/, but/CC if/IN he/PRP was/VBD I/PRP reasoned/VBD that/IN he/PRP would/MD not/RB have/VB the/DT paper/NN on/IN him/PRP ,/, but/CC would/MD have/VB hidden/VBN it/PRP somewhere/RB ,/, and/CC by/IN enlisting/VBG the/DT sympathy/NN of/IN the/DT household/NN I/PRP could/MD effectually/RB prevent/VB his/PRP$ destroying/VBG it/PRP ./.
